-0.82794315	-1.055867587	-2
-0.876085666	-1.280148005	1
-0.799974939	-0.80758032	1
0.461692308	-0.573317892	-2
0.701451513	-0.591248629	1
0.292813421	-0.35816251	1
1.274195883	-1.141114434	-2
0.007016919	-1.011316101	1
1.265214718	-1.415686211	1
-0.60653348	-0.269491098	-2
-0.82052348	-0.132636592	1
-0.38744307	-0.131446894	1
0.129517103	0.181056663	-2
0.059772604	0.094110849	1
0.332047927	0.366571613	1
1.18799944	0.213850468	-2
1.321902919	0.234011997	1
1.329182059	0.186209029	1
-1.307269999	0.209767268	-2
-1.188750376	0.437472952	1
-1.456104666	0.222962715	1
0.480338089	0.959777746	-2
0.37661062	0.867711245	1
0.311767613	1.051370466	1
1.217005566	1.081215671	-2
1.094795237	0.851223639	1
1.489147421	1.084560485	1
-0.987808044	-1.469500481	-2
-0.938147405	-0.103043841	1
-0.85901825	-1.228902835	1
0.321030697	-1.149920232	-2
0.536609097	-1.322546213	1
0.316508865	-0.917486316	1
1.020333453	-1.456349331	-2
1.059082144	-1.263764846	1
0.812672512	-0.127700672	1
-0.23958698	-0.573104861	-2
-0.054068789	-0.776589604	1
-0.418150302	-0.51906271	1
-0.437006579	0.261203938	-2
-0.380840568	0.250295162	1
-0.358010778	0.055689389	1
1.147747976	0.353870933	-2
1.026151701	0.582342296	1
1.013618702	0.111905662	1
-1.160379727	1.29236469	-2
-1.430303124	1.350769938	1
-1.024623062	1.195179357	1
-0.581909686	1.182430499	-2
-0.343166021	1.291657287	1
-0.583409946	0.944621655	1
0.265788679	0.865574483	-2
0.352037438	1.055076934	1
0.067140916	0.685718892	1
-0.722706411	-0.57343314	-2
-0.563878791	-0.590808319	1
-0.927275616	-0.387640388	1
-0.094039175	-0.750092069	-2
0.084703741	-0.760280739	1
-0.34260305	-0.869663976	1
1.13276462	-0.968097755	-2
1.101818905	-1.000004267	1
1.3768589	-1.019000665	1
-1.460169657	0.191766778	-2
-1.375797914	0.316314546	1
-0.219345916	0.146614932	1
-0.068885271	-0.012836486	-2
-0.195066213	-0.246064667	1
0.192814451	-0.018914635	1
0.741805414	-0.131620438	-2
0.736658323	-0.393078677	1
0.791684463	-0.076742023	1
-1.021298134	0.881529606	-2
-1.057899486	0.659182069	1
-1.008836443	1.134197371	1
-0.141907643	1.119667403	-2
0.010770864	1.189322283	1
-0.38762567	0.996986952	1
0.348403624	1.319346825	-2
0.196837312	0.04041551	1
0.59652259	1.320790991	1
